image,label
./dataset/train/train/train_image/1997.jpg,./dataset/train/train/train_mask/1997.png
./dataset/train/train/train_image/1998.jpg,./dataset/train/train/train_mask/1998.png
./dataset/train/train/train_image/1999.jpg,./dataset/train/train/train_mask/1999.png
./dataset/train/train/train_image/2.jpg,./dataset/train/train/train_mask/2.png
./dataset/train/train/train_image/20.jpg,./dataset/train/train/train_mask/20.png
./dataset/train/train/train_image/200.jpg,./dataset/train/train/train_mask/200.png
./dataset/train/train/train_image/2000.jpg,./dataset/train/train/train_mask/2000.png
./dataset/train/train/train_image/2001.jpg,./dataset/train/train/train_mask/2001.png
./dataset/train/train/train_image/2002.jpg,./dataset/train/train/train_mask/2002.png
./dataset/train/train/train_image/2003.jpg,./dataset/train/train/train_mask/2003.png
./dataset/train/train/train_image/2004.jpg,./dataset/train/train/train_mask/2004.png
./dataset/train/train/train_image/2005.jpg,./dataset/train/train/train_mask/2005.png
./dataset/train/train/train_image/2006.jpg,./dataset/train/train/train_mask/2006.png
./dataset/train/train/train_image/2007.jpg,./dataset/train/train/train_mask/2007.png
./dataset/train/train/train_image/2008.jpg,./dataset/train/train/train_mask/2008.png
./dataset/train/train/train_image/2009.jpg,./dataset/train/train/train_mask/2009.png
./dataset/train/train/train_image/201.jpg,./dataset/train/train/train_mask/201.png
./dataset/train/train/train_image/2010.jpg,./dataset/train/train/train_mask/2010.png
./dataset/train/train/train_image/2011.jpg,./dataset/train/train/train_mask/2011.png
./dataset/train/train/train_image/2012.jpg,./dataset/train/train/train_mask/2012.png
./dataset/train/train/train_image/2013.jpg,./dataset/train/train/train_mask/2013.png
./dataset/train/train/train_image/2014.jpg,./dataset/train/train/train_mask/2014.png
./dataset/train/train/train_image/2015.jpg,./dataset/train/train/train_mask/2015.png
./dataset/train/train/train_image/2016.jpg,./dataset/train/train/train_mask/2016.png
./dataset/train/train/train_image/2017.jpg,./dataset/train/train/train_mask/2017.png
./dataset/train/train/train_image/2018.jpg,./dataset/train/train/train_mask/2018.png
./dataset/train/train/train_image/2019.jpg,./dataset/train/train/train_mask/2019.png
./dataset/train/train/train_image/202.jpg,./dataset/train/train/train_mask/202.png
./dataset/train/train/train_image/2020.jpg,./dataset/train/train/train_mask/2020.png
./dataset/train/train/train_image/2021.jpg,./dataset/train/train/train_mask/2021.png
./dataset/train/train/train_image/2022.jpg,./dataset/train/train/train_mask/2022.png
./dataset/train/train/train_image/2023.jpg,./dataset/train/train/train_mask/2023.png
./dataset/train/train/train_image/2024.jpg,./dataset/train/train/train_mask/2024.png
./dataset/train/train/train_image/2025.jpg,./dataset/train/train/train_mask/2025.png
./dataset/train/train/train_image/2026.jpg,./dataset/train/train/train_mask/2026.png
./dataset/train/train/train_image/2027.jpg,./dataset/train/train/train_mask/2027.png
./dataset/train/train/train_image/2028.jpg,./dataset/train/train/train_mask/2028.png
./dataset/train/train/train_image/2029.jpg,./dataset/train/train/train_mask/2029.png
./dataset/train/train/train_image/203.jpg,./dataset/train/train/train_mask/203.png
./dataset/train/train/train_image/2030.jpg,./dataset/train/train/train_mask/2030.png
./dataset/train/train/train_image/2031.jpg,./dataset/train/train/train_mask/2031.png
./dataset/train/train/train_image/2032.jpg,./dataset/train/train/train_mask/2032.png
./dataset/train/train/train_image/2033.jpg,./dataset/train/train/train_mask/2033.png
./dataset/train/train/train_image/2034.jpg,./dataset/train/train/train_mask/2034.png
./dataset/train/train/train_image/2035.jpg,./dataset/train/train/train_mask/2035.png
./dataset/train/train/train_image/2036.jpg,./dataset/train/train/train_mask/2036.png
./dataset/train/train/train_image/2037.jpg,./dataset/train/train/train_mask/2037.png
./dataset/train/train/train_image/2038.jpg,./dataset/train/train/train_mask/2038.png
./dataset/train/train/train_image/2039.jpg,./dataset/train/train/train_mask/2039.png
./dataset/train/train/train_image/204.jpg,./dataset/train/train/train_mask/204.png
./dataset/train/train/train_image/2040.jpg,./dataset/train/train/train_mask/2040.png
./dataset/train/train/train_image/2041.jpg,./dataset/train/train/train_mask/2041.png
./dataset/train/train/train_image/2042.jpg,./dataset/train/train/train_mask/2042.png
./dataset/train/train/train_image/2043.jpg,./dataset/train/train/train_mask/2043.png
./dataset/train/train/train_image/2044.jpg,./dataset/train/train/train_mask/2044.png
./dataset/train/train/train_image/2045.jpg,./dataset/train/train/train_mask/2045.png
./dataset/train/train/train_image/2046.jpg,./dataset/train/train/train_mask/2046.png
./dataset/train/train/train_image/2047.jpg,./dataset/train/train/train_mask/2047.png
./dataset/train/train/train_image/2048.jpg,./dataset/train/train/train_mask/2048.png
./dataset/train/train/train_image/2049.jpg,./dataset/train/train/train_mask/2049.png
./dataset/train/train/train_image/205.jpg,./dataset/train/train/train_mask/205.png
./dataset/train/train/train_image/2050.jpg,./dataset/train/train/train_mask/2050.png
./dataset/train/train/train_image/2051.jpg,./dataset/train/train/train_mask/2051.png
./dataset/train/train/train_image/2052.jpg,./dataset/train/train/train_mask/2052.png
./dataset/train/train/train_image/2053.jpg,./dataset/train/train/train_mask/2053.png
./dataset/train/train/train_image/2054.jpg,./dataset/train/train/train_mask/2054.png
./dataset/train/train/train_image/2055.jpg,./dataset/train/train/train_mask/2055.png
./dataset/train/train/train_image/2056.jpg,./dataset/train/train/train_mask/2056.png
./dataset/train/train/train_image/2057.jpg,./dataset/train/train/train_mask/2057.png
./dataset/train/train/train_image/2058.jpg,./dataset/train/train/train_mask/2058.png
./dataset/train/train/train_image/2059.jpg,./dataset/train/train/train_mask/2059.png
./dataset/train/train/train_image/206.jpg,./dataset/train/train/train_mask/206.png
./dataset/train/train/train_image/2060.jpg,./dataset/train/train/train_mask/2060.png
./dataset/train/train/train_image/2061.jpg,./dataset/train/train/train_mask/2061.png
./dataset/train/train/train_image/2062.jpg,./dataset/train/train/train_mask/2062.png
./dataset/train/train/train_image/2063.jpg,./dataset/train/train/train_mask/2063.png
./dataset/train/train/train_image/2064.jpg,./dataset/train/train/train_mask/2064.png
./dataset/train/train/train_image/2065.jpg,./dataset/train/train/train_mask/2065.png
./dataset/train/train/train_image/2066.jpg,./dataset/train/train/train_mask/2066.png
./dataset/train/train/train_image/2067.jpg,./dataset/train/train/train_mask/2067.png
./dataset/train/train/train_image/2068.jpg,./dataset/train/train/train_mask/2068.png
./dataset/train/train/train_image/2069.jpg,./dataset/train/train/train_mask/2069.png
./dataset/train/train/train_image/207.jpg,./dataset/train/train/train_mask/207.png
./dataset/train/train/train_image/2070.jpg,./dataset/train/train/train_mask/2070.png
./dataset/train/train/train_image/2071.jpg,./dataset/train/train/train_mask/2071.png
./dataset/train/train/train_image/2072.jpg,./dataset/train/train/train_mask/2072.png
./dataset/train/train/train_image/2073.jpg,./dataset/train/train/train_mask/2073.png
./dataset/train/train/train_image/2074.jpg,./dataset/train/train/train_mask/2074.png
./dataset/train/train/train_image/2075.jpg,./dataset/train/train/train_mask/2075.png
./dataset/train/train/train_image/2076.jpg,./dataset/train/train/train_mask/2076.png
./dataset/train/train/train_image/2077.jpg,./dataset/train/train/train_mask/2077.png
./dataset/train/train/train_image/2078.jpg,./dataset/train/train/train_mask/2078.png
./dataset/train/train/train_image/2079.jpg,./dataset/train/train/train_mask/2079.png
./dataset/train/train/train_image/208.jpg,./dataset/train/train/train_mask/208.png
./dataset/train/train/train_image/2080.jpg,./dataset/train/train/train_mask/2080.png
./dataset/train/train/train_image/2081.jpg,./dataset/train/train/train_mask/2081.png
./dataset/train/train/train_image/2082.jpg,./dataset/train/train/train_mask/2082.png
./dataset/train/train/train_image/2083.jpg,./dataset/train/train/train_mask/2083.png
./dataset/train/train/train_image/2084.jpg,./dataset/train/train/train_mask/2084.png
./dataset/train/train/train_image/2085.jpg,./dataset/train/train/train_mask/2085.png
./dataset/train/train/train_image/2086.jpg,./dataset/train/train/train_mask/2086.png
./dataset/train/train/train_image/2087.jpg,./dataset/train/train/train_mask/2087.png
./dataset/train/train/train_image/2088.jpg,./dataset/train/train/train_mask/2088.png
./dataset/train/train/train_image/2089.jpg,./dataset/train/train/train_mask/2089.png
./dataset/train/train/train_image/209.jpg,./dataset/train/train/train_mask/209.png
./dataset/train/train/train_image/2090.jpg,./dataset/train/train/train_mask/2090.png
./dataset/train/train/train_image/2091.jpg,./dataset/train/train/train_mask/2091.png
./dataset/train/train/train_image/2092.jpg,./dataset/train/train/train_mask/2092.png
./dataset/train/train/train_image/2093.jpg,./dataset/train/train/train_mask/2093.png
./dataset/train/train/train_image/2094.jpg,./dataset/train/train/train_mask/2094.png
./dataset/train/train/train_image/2095.jpg,./dataset/train/train/train_mask/2095.png
./dataset/train/train/train_image/2096.jpg,./dataset/train/train/train_mask/2096.png
./dataset/train/train/train_image/2097.jpg,./dataset/train/train/train_mask/2097.png
./dataset/train/train/train_image/2098.jpg,./dataset/train/train/train_mask/2098.png
./dataset/train/train/train_image/2099.jpg,./dataset/train/train/train_mask/2099.png
./dataset/train/train/train_image/21.jpg,./dataset/train/train/train_mask/21.png
./dataset/train/train/train_image/210.jpg,./dataset/train/train/train_mask/210.png
./dataset/train/train/train_image/2100.jpg,./dataset/train/train/train_mask/2100.png
./dataset/train/train/train_image/2101.jpg,./dataset/train/train/train_mask/2101.png
./dataset/train/train/train_image/2102.jpg,./dataset/train/train/train_mask/2102.png
./dataset/train/train/train_image/2103.jpg,./dataset/train/train/train_mask/2103.png
./dataset/train/train/train_image/2104.jpg,./dataset/train/train/train_mask/2104.png
./dataset/train/train/train_image/2105.jpg,./dataset/train/train/train_mask/2105.png
./dataset/train/train/train_image/2106.jpg,./dataset/train/train/train_mask/2106.png
./dataset/train/train/train_image/2107.jpg,./dataset/train/train/train_mask/2107.png
./dataset/train/train/train_image/2108.jpg,./dataset/train/train/train_mask/2108.png
./dataset/train/train/train_image/2109.jpg,./dataset/train/train/train_mask/2109.png
./dataset/train/train/train_image/211.jpg,./dataset/train/train/train_mask/211.png
./dataset/train/train/train_image/2110.jpg,./dataset/train/train/train_mask/2110.png
./dataset/train/train/train_image/2111.jpg,./dataset/train/train/train_mask/2111.png
./dataset/train/train/train_image/2112.jpg,./dataset/train/train/train_mask/2112.png
./dataset/train/train/train_image/2113.jpg,./dataset/train/train/train_mask/2113.png
./dataset/train/train/train_image/2114.jpg,./dataset/train/train/train_mask/2114.png
./dataset/train/train/train_image/2115.jpg,./dataset/train/train/train_mask/2115.png
./dataset/train/train/train_image/2116.jpg,./dataset/train/train/train_mask/2116.png
./dataset/train/train/train_image/2117.jpg,./dataset/train/train/train_mask/2117.png
./dataset/train/train/train_image/2118.jpg,./dataset/train/train/train_mask/2118.png
./dataset/train/train/train_image/2119.jpg,./dataset/train/train/train_mask/2119.png
./dataset/train/train/train_image/212.jpg,./dataset/train/train/train_mask/212.png
./dataset/train/train/train_image/2120.jpg,./dataset/train/train/train_mask/2120.png
./dataset/train/train/train_image/2121.jpg,./dataset/train/train/train_mask/2121.png
./dataset/train/train/train_image/2122.jpg,./dataset/train/train/train_mask/2122.png
./dataset/train/train/train_image/2123.jpg,./dataset/train/train/train_mask/2123.png
./dataset/train/train/train_image/2124.jpg,./dataset/train/train/train_mask/2124.png
./dataset/train/train/train_image/2125.jpg,./dataset/train/train/train_mask/2125.png
./dataset/train/train/train_image/2126.jpg,./dataset/train/train/train_mask/2126.png
./dataset/train/train/train_image/2127.jpg,./dataset/train/train/train_mask/2127.png
./dataset/train/train/train_image/2128.jpg,./dataset/train/train/train_mask/2128.png
./dataset/train/train/train_image/2129.jpg,./dataset/train/train/train_mask/2129.png
./dataset/train/train/train_image/213.jpg,./dataset/train/train/train_mask/213.png
./dataset/train/train/train_image/2130.jpg,./dataset/train/train/train_mask/2130.png
./dataset/train/train/train_image/2131.jpg,./dataset/train/train/train_mask/2131.png
./dataset/train/train/train_image/2132.jpg,./dataset/train/train/train_mask/2132.png
./dataset/train/train/train_image/2133.jpg,./dataset/train/train/train_mask/2133.png
./dataset/train/train/train_image/2134.jpg,./dataset/train/train/train_mask/2134.png
./dataset/train/train/train_image/2135.jpg,./dataset/train/train/train_mask/2135.png
./dataset/train/train/train_image/2136.jpg,./dataset/train/train/train_mask/2136.png
./dataset/train/train/train_image/2137.jpg,./dataset/train/train/train_mask/2137.png
./dataset/train/train/train_image/2138.jpg,./dataset/train/train/train_mask/2138.png
./dataset/train/train/train_image/2139.jpg,./dataset/train/train/train_mask/2139.png
./dataset/train/train/train_image/214.jpg,./dataset/train/train/train_mask/214.png
./dataset/train/train/train_image/2140.jpg,./dataset/train/train/train_mask/2140.png
./dataset/train/train/train_image/2141.jpg,./dataset/train/train/train_mask/2141.png
./dataset/train/train/train_image/2142.jpg,./dataset/train/train/train_mask/2142.png
./dataset/train/train/train_image/2143.jpg,./dataset/train/train/train_mask/2143.png
./dataset/train/train/train_image/2144.jpg,./dataset/train/train/train_mask/2144.png
./dataset/train/train/train_image/2145.jpg,./dataset/train/train/train_mask/2145.png
./dataset/train/train/train_image/2146.jpg,./dataset/train/train/train_mask/2146.png
./dataset/train/train/train_image/2147.jpg,./dataset/train/train/train_mask/2147.png
./dataset/train/train/train_image/2148.jpg,./dataset/train/train/train_mask/2148.png
./dataset/train/train/train_image/2149.jpg,./dataset/train/train/train_mask/2149.png
./dataset/train/train/train_image/215.jpg,./dataset/train/train/train_mask/215.png
./dataset/train/train/train_image/2150.jpg,./dataset/train/train/train_mask/2150.png
./dataset/train/train/train_image/2151.jpg,./dataset/train/train/train_mask/2151.png
./dataset/train/train/train_image/2152.jpg,./dataset/train/train/train_mask/2152.png
./dataset/train/train/train_image/2153.jpg,./dataset/train/train/train_mask/2153.png
./dataset/train/train/train_image/2154.jpg,./dataset/train/train/train_mask/2154.png
./dataset/train/train/train_image/2155.jpg,./dataset/train/train/train_mask/2155.png
./dataset/train/train/train_image/2156.jpg,./dataset/train/train/train_mask/2156.png
./dataset/train/train/train_image/2157.jpg,./dataset/train/train/train_mask/2157.png
./dataset/train/train/train_image/2158.jpg,./dataset/train/train/train_mask/2158.png
./dataset/train/train/train_image/2159.jpg,./dataset/train/train/train_mask/2159.png
./dataset/train/train/train_image/216.jpg,./dataset/train/train/train_mask/216.png
./dataset/train/train/train_image/2160.jpg,./dataset/train/train/train_mask/2160.png
./dataset/train/train/train_image/2161.jpg,./dataset/train/train/train_mask/2161.png
./dataset/train/train/train_image/2162.jpg,./dataset/train/train/train_mask/2162.png
./dataset/train/train/train_image/2163.jpg,./dataset/train/train/train_mask/2163.png
./dataset/train/train/train_image/2164.jpg,./dataset/train/train/train_mask/2164.png
./dataset/train/train/train_image/2165.jpg,./dataset/train/train/train_mask/2165.png
./dataset/train/train/train_image/2166.jpg,./dataset/train/train/train_mask/2166.png
./dataset/train/train/train_image/2167.jpg,./dataset/train/train/train_mask/2167.png
./dataset/train/train/train_image/2168.jpg,./dataset/train/train/train_mask/2168.png
./dataset/train/train/train_image/2169.jpg,./dataset/train/train/train_mask/2169.png
./dataset/train/train/train_image/217.jpg,./dataset/train/train/train_mask/217.png
./dataset/train/train/train_image/2170.jpg,./dataset/train/train/train_mask/2170.png
./dataset/train/train/train_image/2171.jpg,./dataset/train/train/train_mask/2171.png
./dataset/train/train/train_image/2172.jpg,./dataset/train/train/train_mask/2172.png
./dataset/train/train/train_image/2173.jpg,./dataset/train/train/train_mask/2173.png
./dataset/train/train/train_image/2174.jpg,./dataset/train/train/train_mask/2174.png
./dataset/train/train/train_image/2175.jpg,./dataset/train/train/train_mask/2175.png
./dataset/train/train/train_image/2176.jpg,./dataset/train/train/train_mask/2176.png
./dataset/train/train/train_image/2177.jpg,./dataset/train/train/train_mask/2177.png
./dataset/train/train/train_image/2178.jpg,./dataset/train/train/train_mask/2178.png
./dataset/train/train/train_image/2179.jpg,./dataset/train/train/train_mask/2179.png
./dataset/train/train/train_image/218.jpg,./dataset/train/train/train_mask/218.png
./dataset/train/train/train_image/2180.jpg,./dataset/train/train/train_mask/2180.png
./dataset/train/train/train_image/2181.jpg,./dataset/train/train/train_mask/2181.png
./dataset/train/train/train_image/2182.jpg,./dataset/train/train/train_mask/2182.png
./dataset/train/train/train_image/2183.jpg,./dataset/train/train/train_mask/2183.png
./dataset/train/train/train_image/2184.jpg,./dataset/train/train/train_mask/2184.png
./dataset/train/train/train_image/2185.jpg,./dataset/train/train/train_mask/2185.png
./dataset/train/train/train_image/2186.jpg,./dataset/train/train/train_mask/2186.png
./dataset/train/train/train_image/2187.jpg,./dataset/train/train/train_mask/2187.png
./dataset/train/train/train_image/2188.jpg,./dataset/train/train/train_mask/2188.png
./dataset/train/train/train_image/2189.jpg,./dataset/train/train/train_mask/2189.png
./dataset/train/train/train_image/219.jpg,./dataset/train/train/train_mask/219.png
./dataset/train/train/train_image/2190.jpg,./dataset/train/train/train_mask/2190.png
./dataset/train/train/train_image/2191.jpg,./dataset/train/train/train_mask/2191.png
./dataset/train/train/train_image/2192.jpg,./dataset/train/train/train_mask/2192.png
./dataset/train/train/train_image/2193.jpg,./dataset/train/train/train_mask/2193.png
./dataset/train/train/train_image/2194.jpg,./dataset/train/train/train_mask/2194.png
./dataset/train/train/train_image/2195.jpg,./dataset/train/train/train_mask/2195.png
./dataset/train/train/train_image/2196.jpg,./dataset/train/train/train_mask/2196.png
./dataset/train/train/train_image/2197.jpg,./dataset/train/train/train_mask/2197.png
./dataset/train/train/train_image/2198.jpg,./dataset/train/train/train_mask/2198.png
./dataset/train/train/train_image/2199.jpg,./dataset/train/train/train_mask/2199.png
./dataset/train/train/train_image/22.jpg,./dataset/train/train/train_mask/22.png
./dataset/train/train/train_image/220.jpg,./dataset/train/train/train_mask/220.png
./dataset/train/train/train_image/2200.jpg,./dataset/train/train/train_mask/2200.png
./dataset/train/train/train_image/2201.jpg,./dataset/train/train/train_mask/2201.png
./dataset/train/train/train_image/2202.jpg,./dataset/train/train/train_mask/2202.png
./dataset/train/train/train_image/2203.jpg,./dataset/train/train/train_mask/2203.png
./dataset/train/train/train_image/2204.jpg,./dataset/train/train/train_mask/2204.png
./dataset/train/train/train_image/2205.jpg,./dataset/train/train/train_mask/2205.png
./dataset/train/train/train_image/2206.jpg,./dataset/train/train/train_mask/2206.png
./dataset/train/train/train_image/2207.jpg,./dataset/train/train/train_mask/2207.png
./dataset/train/train/train_image/2208.jpg,./dataset/train/train/train_mask/2208.png
./dataset/train/train/train_image/2209.jpg,./dataset/train/train/train_mask/2209.png
./dataset/train/train/train_image/221.jpg,./dataset/train/train/train_mask/221.png
./dataset/train/train/train_image/2210.jpg,./dataset/train/train/train_mask/2210.png
./dataset/train/train/train_image/2211.jpg,./dataset/train/train/train_mask/2211.png
./dataset/train/train/train_image/2212.jpg,./dataset/train/train/train_mask/2212.png
./dataset/train/train/train_image/2213.jpg,./dataset/train/train/train_mask/2213.png
./dataset/train/train/train_image/2214.jpg,./dataset/train/train/train_mask/2214.png
./dataset/train/train/train_image/2215.jpg,./dataset/train/train/train_mask/2215.png
./dataset/train/train/train_image/2216.jpg,./dataset/train/train/train_mask/2216.png
./dataset/train/train/train_image/2217.jpg,./dataset/train/train/train_mask/2217.png
./dataset/train/train/train_image/2218.jpg,./dataset/train/train/train_mask/2218.png
./dataset/train/train/train_image/2219.jpg,./dataset/train/train/train_mask/2219.png
./dataset/train/train/train_image/222.jpg,./dataset/train/train/train_mask/222.png
./dataset/train/train/train_image/2220.jpg,./dataset/train/train/train_mask/2220.png
./dataset/train/train/train_image/2221.jpg,./dataset/train/train/train_mask/2221.png
./dataset/train/train/train_image/2222.jpg,./dataset/train/train/train_mask/2222.png
./dataset/train/train/train_image/2223.jpg,./dataset/train/train/train_mask/2223.png
./dataset/train/train/train_image/2224.jpg,./dataset/train/train/train_mask/2224.png
./dataset/train/train/train_image/2225.jpg,./dataset/train/train/train_mask/2225.png
./dataset/train/train/train_image/2226.jpg,./dataset/train/train/train_mask/2226.png
./dataset/train/train/train_image/2227.jpg,./dataset/train/train/train_mask/2227.png
./dataset/train/train/train_image/2228.jpg,./dataset/train/train/train_mask/2228.png
./dataset/train/train/train_image/2229.jpg,./dataset/train/train/train_mask/2229.png
./dataset/train/train/train_image/223.jpg,./dataset/train/train/train_mask/223.png
./dataset/train/train/train_image/2230.jpg,./dataset/train/train/train_mask/2230.png
./dataset/train/train/train_image/2231.jpg,./dataset/train/train/train_mask/2231.png
./dataset/train/train/train_image/2232.jpg,./dataset/train/train/train_mask/2232.png
./dataset/train/train/train_image/2233.jpg,./dataset/train/train/train_mask/2233.png
./dataset/train/train/train_image/2234.jpg,./dataset/train/train/train_mask/2234.png
./dataset/train/train/train_image/2235.jpg,./dataset/train/train/train_mask/2235.png
./dataset/train/train/train_image/2236.jpg,./dataset/train/train/train_mask/2236.png
./dataset/train/train/train_image/2237.jpg,./dataset/train/train/train_mask/2237.png
./dataset/train/train/train_image/2238.jpg,./dataset/train/train/train_mask/2238.png
./dataset/train/train/train_image/2239.jpg,./dataset/train/train/train_mask/2239.png
./dataset/train/train/train_image/224.jpg,./dataset/train/train/train_mask/224.png
./dataset/train/train/train_image/2240.jpg,./dataset/train/train/train_mask/2240.png
./dataset/train/train/train_image/2241.jpg,./dataset/train/train/train_mask/2241.png
./dataset/train/train/train_image/2242.jpg,./dataset/train/train/train_mask/2242.png
./dataset/train/train/train_image/2243.jpg,./dataset/train/train/train_mask/2243.png
./dataset/train/train/train_image/2244.jpg,./dataset/train/train/train_mask/2244.png
./dataset/train/train/train_image/2245.jpg,./dataset/train/train/train_mask/2245.png
./dataset/train/train/train_image/2246.jpg,./dataset/train/train/train_mask/2246.png
./dataset/train/train/train_image/2247.jpg,./dataset/train/train/train_mask/2247.png
./dataset/train/train/train_image/2248.jpg,./dataset/train/train/train_mask/2248.png
./dataset/train/train/train_image/2249.jpg,./dataset/train/train/train_mask/2249.png
./dataset/train/train/train_image/225.jpg,./dataset/train/train/train_mask/225.png
./dataset/train/train/train_image/2250.jpg,./dataset/train/train/train_mask/2250.png
./dataset/train/train/train_image/2251.jpg,./dataset/train/train/train_mask/2251.png
./dataset/train/train/train_image/2252.jpg,./dataset/train/train/train_mask/2252.png
./dataset/train/train/train_image/2253.jpg,./dataset/train/train/train_mask/2253.png
./dataset/train/train/train_image/2254.jpg,./dataset/train/train/train_mask/2254.png
./dataset/train/train/train_image/2255.jpg,./dataset/train/train/train_mask/2255.png
./dataset/train/train/train_image/2256.jpg,./dataset/train/train/train_mask/2256.png
./dataset/train/train/train_image/2257.jpg,./dataset/train/train/train_mask/2257.png
./dataset/train/train/train_image/2258.jpg,./dataset/train/train/train_mask/2258.png
./dataset/train/train/train_image/2259.jpg,./dataset/train/train/train_mask/2259.png
./dataset/train/train/train_image/226.jpg,./dataset/train/train/train_mask/226.png
./dataset/train/train/train_image/2260.jpg,./dataset/train/train/train_mask/2260.png
./dataset/train/train/train_image/2261.jpg,./dataset/train/train/train_mask/2261.png
./dataset/train/train/train_image/2262.jpg,./dataset/train/train/train_mask/2262.png
./dataset/train/train/train_image/2263.jpg,./dataset/train/train/train_mask/2263.png
./dataset/train/train/train_image/2264.jpg,./dataset/train/train/train_mask/2264.png
./dataset/train/train/train_image/2265.jpg,./dataset/train/train/train_mask/2265.png
./dataset/train/train/train_image/2266.jpg,./dataset/train/train/train_mask/2266.png
./dataset/train/train/train_image/2267.jpg,./dataset/train/train/train_mask/2267.png
./dataset/train/train/train_image/2268.jpg,./dataset/train/train/train_mask/2268.png
./dataset/train/train/train_image/2269.jpg,./dataset/train/train/train_mask/2269.png
./dataset/train/train/train_image/227.jpg,./dataset/train/train/train_mask/227.png
./dataset/train/train/train_image/2270.jpg,./dataset/train/train/train_mask/2270.png
./dataset/train/train/train_image/2271.jpg,./dataset/train/train/train_mask/2271.png
./dataset/train/train/train_image/2272.jpg,./dataset/train/train/train_mask/2272.png
./dataset/train/train/train_image/2273.jpg,./dataset/train/train/train_mask/2273.png
./dataset/train/train/train_image/2274.jpg,./dataset/train/train/train_mask/2274.png
./dataset/train/train/train_image/2275.jpg,./dataset/train/train/train_mask/2275.png
./dataset/train/train/train_image/2276.jpg,./dataset/train/train/train_mask/2276.png
./dataset/train/train/train_image/2277.jpg,./dataset/train/train/train_mask/2277.png
./dataset/train/train/train_image/2278.jpg,./dataset/train/train/train_mask/2278.png
./dataset/train/train/train_image/2279.jpg,./dataset/train/train/train_mask/2279.png
./dataset/train/train/train_image/228.jpg,./dataset/train/train/train_mask/228.png
./dataset/train/train/train_image/2280.jpg,./dataset/train/train/train_mask/2280.png
./dataset/train/train/train_image/2281.jpg,./dataset/train/train/train_mask/2281.png
./dataset/train/train/train_image/2282.jpg,./dataset/train/train/train_mask/2282.png
./dataset/train/train/train_image/2283.jpg,./dataset/train/train/train_mask/2283.png
./dataset/train/train/train_image/2284.jpg,./dataset/train/train/train_mask/2284.png
./dataset/train/train/train_image/2285.jpg,./dataset/train/train/train_mask/2285.png
./dataset/train/train/train_image/2286.jpg,./dataset/train/train/train_mask/2286.png
./dataset/train/train/train_image/2287.jpg,./dataset/train/train/train_mask/2287.png
./dataset/train/train/train_image/2288.jpg,./dataset/train/train/train_mask/2288.png
./dataset/train/train/train_image/2289.jpg,./dataset/train/train/train_mask/2289.png
./dataset/train/train/train_image/229.jpg,./dataset/train/train/train_mask/229.png
./dataset/train/train/train_image/2290.jpg,./dataset/train/train/train_mask/2290.png
./dataset/train/train/train_image/2291.jpg,./dataset/train/train/train_mask/2291.png
./dataset/train/train/train_image/2292.jpg,./dataset/train/train/train_mask/2292.png
./dataset/train/train/train_image/2293.jpg,./dataset/train/train/train_mask/2293.png
./dataset/train/train/train_image/2294.jpg,./dataset/train/train/train_mask/2294.png
./dataset/train/train/train_image/2295.jpg,./dataset/train/train/train_mask/2295.png
./dataset/train/train/train_image/2296.jpg,./dataset/train/train/train_mask/2296.png
./dataset/train/train/train_image/2297.jpg,./dataset/train/train/train_mask/2297.png
./dataset/train/train/train_image/2298.jpg,./dataset/train/train/train_mask/2298.png
./dataset/train/train/train_image/2299.jpg,./dataset/train/train/train_mask/2299.png
./dataset/train/train/train_image/23.jpg,./dataset/train/train/train_mask/23.png
./dataset/train/train/train_image/230.jpg,./dataset/train/train/train_mask/230.png
./dataset/train/train/train_image/2300.jpg,./dataset/train/train/train_mask/2300.png
./dataset/train/train/train_image/2301.jpg,./dataset/train/train/train_mask/2301.png
./dataset/train/train/train_image/2302.jpg,./dataset/train/train/train_mask/2302.png
./dataset/train/train/train_image/2303.jpg,./dataset/train/train/train_mask/2303.png
./dataset/train/train/train_image/2304.jpg,./dataset/train/train/train_mask/2304.png
./dataset/train/train/train_image/2305.jpg,./dataset/train/train/train_mask/2305.png
./dataset/train/train/train_image/2306.jpg,./dataset/train/train/train_mask/2306.png
./dataset/train/train/train_image/2307.jpg,./dataset/train/train/train_mask/2307.png
./dataset/train/train/train_image/2308.jpg,./dataset/train/train/train_mask/2308.png
./dataset/train/train/train_image/2309.jpg,./dataset/train/train/train_mask/2309.png
./dataset/train/train/train_image/231.jpg,./dataset/train/train/train_mask/231.png
./dataset/train/train/train_image/2310.jpg,./dataset/train/train/train_mask/2310.png
./dataset/train/train/train_image/2311.jpg,./dataset/train/train/train_mask/2311.png
./dataset/train/train/train_image/2312.jpg,./dataset/train/train/train_mask/2312.png
./dataset/train/train/train_image/2313.jpg,./dataset/train/train/train_mask/2313.png
./dataset/train/train/train_image/2314.jpg,./dataset/train/train/train_mask/2314.png
./dataset/train/train/train_image/2315.jpg,./dataset/train/train/train_mask/2315.png
./dataset/train/train/train_image/2316.jpg,./dataset/train/train/train_mask/2316.png
./dataset/train/train/train_image/2317.jpg,./dataset/train/train/train_mask/2317.png
./dataset/train/train/train_image/2318.jpg,./dataset/train/train/train_mask/2318.png
./dataset/train/train/train_image/2319.jpg,./dataset/train/train/train_mask/2319.png
